宗教團體名稱,主管機關,主祀神祇,縣市,行政區,村里,地址,教　別,完整地址,X,Y
松山霞海城隍廟,臺北市政府,霞海城隍,臺北市,臺北市松山區,慈祐里,臺北市松山區慈祐里八德路4段439號,道教,臺北市松山區慈祐里13鄰八德路四段439號,307536.213,2771422.748
上清宮,臺北市政府,鴻鈞老祖,臺北市,臺北市北投區,大屯里,臺北市北投區大屯里復興三路230巷29號,道教,臺北市北投區大屯里3鄰復興三路230巷29號,300920.674,2782760.077
瞿公真人廟,臺北市政府,瞿公真人,臺北市,臺北市大同區,建功里,臺北市大同區建功里天水路49-1號,道教,臺北市大同區建功里11鄰天水路48號,301709.155,2771676.541
圓山藥師寺,臺北市政府,藥師佛,臺北市,臺北市中山區,99,臺北市中山區中山北路4段1巷1弄6號旁,佛教,臺北市中山區劍潭里14鄰中山北路四段1巷1弄6號,303192.188,2774882.935
台北協天宮,臺北市政府,關聖帝君,臺北市,臺北市大同區,斯文里,臺北市大同區斯文里大龍街89-1號,道教,臺北市大同區斯文里7鄰大龍街89之1號,302068.555,2773314.75
陽明山公館里關聖帝君廟,臺北市政府,關聖帝君,臺北市,臺北市士林區,99,臺北市士林區永公路350巷55號1樓,道教,臺北市士林區公館里4鄰永公路350巷55號,307019.553,2779642.805
財團法人台北行天宮北投分宮,臺北市政府,關聖帝君,臺北市,臺北市北投區,99,臺北市北投區中央北路四段18巷50號,道教,臺北市北投區一德里1鄰中央北路四段18巷50號,298166.568,2781001.865
北天宮,臺北市政府,關聖帝君,臺北市,臺北市萬華區,柳鄉里,臺北市萬華區柳鄉里桂林路246巷30號,道教,臺北市萬華區柳鄉里12鄰桂林路246巷30號,299771.436,2769984.415
平光寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市大同區,重慶里,臺北市大同區重慶里敦煌路78號,佛教,臺北市大同區重慶里14鄰敦煌路78號,302230.137,2774258.12
慧日講堂,臺北市政府,釋迦牟尼佛,臺北市,臺北市中山區,力行里,臺北市中山區朱崙街力行里36號,佛教,臺北市中山區力行里25鄰朱崙街36號,304616.098,2771413.816
龍雲寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市大同區,景星里,臺北市大同區景星里延平北路三段18巷1號,佛教,臺北市大同區景星里13鄰延平北路三段18巷18號,301498.601,2772955.543
東方寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市士林區,公館里,臺北市士林區公館里永公路245巷24號,佛教,臺北市士林區公館里6鄰永公路245巷24號,306371.468,2779537.978
法藏寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市北投區,林泉里,臺北市北投區溫泉路林泉里156號,佛教,臺北市北投區林泉里10鄰溫泉路156號,301779.359,2781317.415
淨光寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市士林區,天母里,臺北市士林區天母里中山北路7段190巷113之3號,佛教,臺北市士林區天母里1鄰中山北路七段190巷113之3號,304147.354,2780048.404
法雨山普宜苑,臺北市政府,釋迦牟尼佛,臺北市,臺北市士林區,溪山里,臺北市士林區溪山里至善路3段181巷5弄5號,佛教,臺北市士林區溪山里4鄰至善路三段181巷5弄5號,308203.424,2779346.526
蓮池寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市萬華區,柳鄉里,臺北市萬華區柳鄉里桂林路246巷48號,佛教,臺北市萬華區柳鄉里13鄰桂林路246巷48號,299700.799,2769943.828
恆光禪寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市內湖區,99,臺北市內湖區碧山路44之6號,佛教,臺北市內湖區碧山里2鄰碧山路44之6號,309421.716,2777672.064
菩提講堂,臺北市政府,釋迦牟尼佛,臺北市,臺北市大同區,建泰里,臺北市大同區建泰里南京西路18巷4弄2號,佛教,臺北市大同區建泰里5鄰南京西路18巷4弄2號,302476.367,2771666.76
台北市北投至妙寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市北投區,泉源里,臺北市北投區泉源里東昇路117之2號,佛教,臺北市北投區泉源里13鄰東昇路117之3號,303532.754,2782455.078
九龍蓮社,臺北市政府,釋迦牟尼佛,臺北市,臺北市大安區,德安里,臺北市大安區德安里四維路52巷1之1及3號,佛教,臺北市大安區德安里6鄰四維路52巷3號,305277.857,2769780.745
峰碧山圓覺寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市內湖區,99,臺北市內湖區碧山路39號,佛教,臺北市內湖區碧山里1鄰碧山路39號,309588.413,2776724.267
巖清寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市萬華區,銘德里,臺北市萬華區銘德里環河南路3段203號,佛教,臺北市萬華區銘德里20鄰環河南路三段203號,299682.977,2768255.697
報恩寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市士林區,福林里,臺北市士林區福林里中山北路5段102號,佛教,臺北市士林區福林里11鄰中山北路五段102號,303078.679,2775309.64
湧泉寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市士林區,臨溪里,臺北市士林區臨溪里劍南路211號,佛教,臺北市士林區臨溪里12鄰劍南路211號,306022.439,2776846.984
妙光寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市士林區,福林里,臺北市士林區福林里至善路1段138巷24弄8號,佛教,臺北市士林區福林里2鄰至善路一段138巷24弄8號,304416.039,2776507.362
慈光寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市文山區,萬芳里,臺北市文山區萬芳里萬芳路26巷5號,佛教,臺北市文山區萬芳里4鄰萬芳路26巷5號,307452.387,2765381.115
台北市圓玄學社,臺北市政府,釋迦牟尼佛,臺北市,臺北市中山區,中央里,臺北市中山區中央里長春路163巷18號,佛教,臺北市中山區中央里2鄰長春路163巷18號,303836.547,2772034.102
永明寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市士林區,永福里,臺北市士林區永福里仰德大道2段100巷20號,佛教,臺北市士林區永福里4鄰仰德大道二段100巷20號,305240.478,2777784.776
台北市天竺寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市北投區,林泉里,臺北市北投區林泉里幽雅路杏林巷3-7號,佛教,臺北市北投區林泉里17鄰幽雅路杏林巷3之7號,302239.336,2781127.677
蓮雲禪苑,臺北市政府,釋迦牟尼佛,臺北市,臺北市中正區,三愛里,臺北市中正區三愛里連雲街74巷5號,佛教,臺北市中正區三愛里23鄰連雲街74巷5號,303458.153,2769698.725
慈悟寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市士林區,天母里,臺北市士林區天母里中山北路7段219巷167號,佛教,臺北市士林區天母里18鄰中山北路七段219巷167號,303695.03,2780687.058
安國寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市北投區,大屯里,臺北市北投區大屯里復興三路101巷10號,佛教,臺北市北投區大屯里8鄰復興三路101巷10號,300770.798,2782163.027
昭明寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市士林區,福林里,臺北市士林區福林里中山北路5段56號,佛教,臺北市士林區福林里11鄰中山北路五段56號,303101.288,2775092.96
普陀山慈航寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市信義區,松隆里,臺北市信義區松隆里松山路臨677-7號,佛教,臺北市信義區松隆里4鄰松山路677之7號,308855.906,2768746.921
飛龍寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市士林區,東山里,臺北市士林區東山里東山路25巷81弄62號,佛教,臺北市士林區東山里6鄰東山路25巷81弄62號,304115.572,2780589.16
啟明佛寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市士林區,仁勇里,臺北市士林區仁勇里大西路54號,佛教,臺北市士林區仁勇里3鄰大西路53號,302911.873,2775965.646
真光禪寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市信義區,中行里,臺北市信義區中行里福德街221巷200號,佛教,臺北市信義區中行里16鄰福德街221巷200號,309273.104,2769444.132
圓明寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市士林區,臨溪里,臺北市士林區臨溪里劍南路203巷1號,佛教,臺北市士林區臨溪里12鄰劍南路203巷1號,306099.641,2776904.923
吉祥寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市士林區,東山里,臺北市士林區東山里東山路25巷81弄40號,佛教,臺北市士林區東山里6鄰東山路25巷81弄40號,304599.832,2779550.291
法光寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市松山區,復勢里,臺北市松山區復勢里光復北路60巷20號,佛教,臺北市松山區復勢里18鄰光復北路60巷20號,306211.142,2771411.071
雲來寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市北投區,奇岩里,臺北市北投區奇岩里公館路186號,佛教,臺北市北投區奇岩里3鄰公舘路186號,301120.479,2780107.475
通法寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市中正區,螢圃里,臺北市中正區螢圃里廈門街34巷15號,佛教,臺北市中正區螢圃里23鄰厦門街34巷15號,302174.514,2768762.938
法雲寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市大安區,99,臺北市大安區新生南路1段165巷5-1號,佛教,臺北市大安區民炤里9鄰新生南路一段165巷5之1號,303838.452,2769681.345
台北市大慈佛社,臺北市政府,釋迦牟尼佛,臺北市,臺北市文山區,99,臺北市文山區試院路4巷22號,佛教,臺北市文山區華興里6鄰試院路4巷22號,305565.427,2764728.205
真修寺,臺北市政府,釋迦牟尼佛,臺北市,臺北市文山區,99,臺北市文山區試院路134號,佛教,臺北市文山區華興里3鄰試院路134號,305133.791,2764845.808
淨因寺,臺北市政府,釋迦佛,臺北市,臺北市士林區,臨溪里,臺北市士林區臨溪里劍南路201號,佛教,臺北市士林區臨溪里12鄰劍南路201號,306114.201,2776960.098
光淨寺,臺北市政府,釋迦佛祖,臺北市,臺北市文山區,99,臺北市文山區興隆路4段1巷88號,佛教,臺北市文山區明興里1鄰興隆路四段1巷88號,306510.03,2764915.063
艋舺青山宮,臺北市政府,靈安尊王,臺北市,臺北市萬華區,青山里,臺北市萬華區青山里貴陽街2段218號,道教,臺北市萬華區青山里3鄰貴陽街二段218號,300404.386,2770300.725
廣明寺,臺北市政府,觀世音菩薩,臺北市,臺北市士林區,社園里,臺北市士林區延平北路６段社園里116巷13號,佛教,臺北市士林區社子里13鄰延平北路六段24巷13號,301396.681,2775569.608
普濟寺（原名鐵真院）,臺北市政府,觀世音菩薩,臺北市,臺北市北投區,99,臺北市北投區溫泉路112、114號,佛教,臺北市北投區林泉里14鄰溫泉路2之2號,301748.537,2780979.478
松山靈隱寺,臺北市政府,觀世音菩薩,臺北市,臺北市信義區,松隆里,臺北市信義區松隆里松山路臨677之15號,佛教,臺北市信義區松隆里4鄰松山路677之15號,308679.804,2768676.288
寶藏巖,臺北市政府,觀世音菩薩,臺北市,臺北市中正區,水源里,臺北市中正區水源里汀州路3段230巷23號,佛教,臺北市中正區水源里6鄰汀州路三段230巷23號,303811.391,2767042.115
觀音禪院,臺北市政府,觀世音菩薩,臺北市,臺北市大安區,民炤里,臺北市大安區民炤里新生南路1段137巷 6號,佛教,臺北市大安區民炤里3鄰新生南路一段137巷6號,303813.943,2769976.233
慈雲寺,臺北市政府,觀世音菩薩,臺北市,臺北市萬華區,福星里,臺北市萬華區福星里漢口街2段119、121、123號,佛教,臺北市萬華區福星里7鄰漢口街二段41之1號,301177.474,2770932.254
觀音禪院,臺北市政府,觀世音菩薩,臺北市,臺北市北投區,奇岩里,臺北市北投區奇岩里崇仰一路11號,佛教,臺北市北投區奇岩里23鄰崇仰一路11號,301761.832,2779942.276
妙法寺,臺北市政府,觀音菩薩,臺北市,臺北市士林區,溪山里,臺北市士林區溪山里至善路3段307號,佛教,臺北市士林區溪山里7鄰至善路三段307號,309197.18,2779580.271
靈法寺,臺北市政府,觀音菩薩,臺北市,臺北市北投區,開明里,臺北市北投區開明里長壽路20號,佛教,臺北市北投區開明里24鄰長壽路19之1號,300861.742,2781654.049
慈航寺,臺北市政府,觀音菩薩,臺北市,臺北市北投區,秀山里,臺北市北投區秀山里中和街456號,佛教,臺北市北投區秀山里2鄰中和街456號,300021.647,2781949.105
金山寺,臺北市政府,觀音菩薩,臺北市,臺北市南港區,中南里,臺北市南港區中南里中南街168巷1號,佛教,臺北市南港區中南里13鄰中南街168巷1號,311958.009,2771562.245
鶴鳴精舍,臺北市政府,觀音菩薩,臺北市,臺北市士林區,平等里,臺北市士林區平等里平菁街42巷9號,佛教,臺北市士林區平等里9鄰平菁街42巷9號,307673.876,2780298.041
光華寺,臺北市政府,觀音菩薩,臺北市,臺北市中正區,螢雪里,臺北市中正區螢雪里水源路157號,佛教,臺北市中正區螢雪里12鄰水源路157號,302027.623,2768526.044
妙覺精舍,臺北市政府,觀音菩薩,臺北市,臺北市萬華區,和平里,臺北市萬華區和平里雙園街21巷50號,佛教,臺北市萬華區和平里12鄰雙園街21巷50號,299981.117,2769259.736
佛樺靜舍,臺北市政府,觀音菩薩,臺北市,臺北市北投區,湖山里,臺北市北投區湖山里湖底路20-7號,佛教,臺北市北投區湖山里16鄰湖底路20之7號,304234.255,2782254.895
祥光寺,臺北市政府,觀音菩薩,臺北市,臺北市文山區,99,臺北市文山區萬壽路63號,佛教,臺北市文山區政大里2鄰萬壽路63號,309453.733,2764617.395
七娘宮,臺東縣政府,七星娘娘,臺東縣,臺東縣大武鄉,南興村,臺東縣大武鄉南興村6鄰達興89號,道教,臺東縣大武鄉南興村6鄰達興87號,238547.431,2467858.487
康樂德安巖,臺東縣政府,七寶如來佛,臺東縣,臺東縣臺東市,康樂里,臺東縣臺東市康樂里4鄰康樂路79號,佛教,臺東縣臺東市康樂里5鄰康樂路79號,261157.41,2516780.109
紫鳳宮,臺東縣政府,九天玄女,臺東縣,臺東縣臺東市,99,臺東縣臺東市四維路一段596號,道教,臺東縣臺東市中華里6鄰四維路一段596號,265927.364,2517606.569
台東市慈聖宮,臺東縣政府,九蓮佛祖,臺東縣,臺東縣臺東市,豐榮里,臺東縣臺東市豐榮里14鄰漢陽北路380號,道教,臺東縣臺東市豐榮里6鄰漢陽北路12之1號,264006.56,2515945.419
臺東縣臺東市聖天堂,臺東縣政府,二路元帥,臺東縣,臺東縣臺東市,大同里,臺東縣臺東市大同里廣州街126號,道教,臺東縣臺東市中正里4鄰廣州街126號,266050.179,2517076.35
台東縣關山鎮朝天宮,臺東縣政府,十二王爺：譚府千歲,臺東縣,臺東縣關山鎮,德高里,臺東縣關山鎮德高里27鄰東明30之3號,道教,臺東縣關山鎮德高里27鄰東明30之3號,268431.87,2555611.74
