宗教團體名稱,主管機關,主祀神祇,縣市,行政區,村里,地址,教　別,完整地址,X,Y
拱蘭宮,宜蘭縣政府,天上聖母,宜蘭縣,宜蘭縣頭城鎮,龜山里,宜蘭縣頭城鎮龜山里龜山路280號,道教,宜蘭縣頭城鎮龜山里6鄰龜山路280號,340892.397,2759743.023
慶元宮,宜蘭縣政府,天上聖母,宜蘭縣,宜蘭縣頭城鎮,城東里,宜蘭縣頭城鎮城東里和平街105號,道教,宜蘭縣頭城鎮城東里9鄰和平街105號,333285.226,2750219.396
南天宮,宜蘭縣政府,天上聖母,宜蘭縣,宜蘭縣蘇澳鎮,南正里,宜蘭縣蘇澳鎮南正里江夏路17號,道教,宜蘭縣蘇澳鎮南正里1鄰江夏路17號,337601.283,2719742.273
羅東震安宮,宜蘭縣政府,天上聖母,宜蘭縣,宜蘭縣羅東鎮,99,宜蘭縣羅東鎮中正路35號,道教,宜蘭縣羅東鎮仁和里6鄰中正路35號,327979.57,2729837.879
震安宮,宜蘭縣政府,天上聖母,宜蘭縣,宜蘭縣蘇澳鎮,南強里,宜蘭縣蘇澳鎮南強里南澳路2號,道教,宜蘭縣蘇澳鎮南強里6鄰南澳路2號,331712.25,2706477.819
昭應宮,宜蘭縣政府,天上聖母,宜蘭縣,宜蘭縣宜蘭市,99,宜蘭縣宜蘭市中山路三段106號,道教,宜蘭縣宜蘭市新民里13鄰中山路三段106號,326135.842,2739133.294
南方澳進安宮,宜蘭縣政府,天上聖母,宜蘭縣,宜蘭縣蘇澳鎮,南正里,宜蘭縣蘇澳鎮南正里2鄰江夏路81號,道教,宜蘭縣蘇澳鎮南正里2鄰江夏路81號,337563.44,2719995.91
忠天宮,宜蘭縣政府,天上聖母,宜蘭縣,宜蘭縣三星鄉,尚武村,宜蘭縣三星鄉尚武村中興路1段201號,道教,宜蘭縣三星鄉尚武村3鄰中興路一段201號,322370.19,2732435.29
宜蘭縣礁溪鄉吳沙澤蘭宮,宜蘭縣政府,天上聖母,宜蘭縣,宜蘭縣礁溪鄉,吳沙村,宜蘭縣礁溪鄉吳沙村開蘭路161號,道教,宜蘭縣礁溪鄉吳沙村21鄰開蘭路161號,326459.781,2742598.461
朝安宮,宜蘭縣政府,天上聖母,宜蘭縣,宜蘭縣蘇澳鎮,東澳里,宜蘭縣蘇澳鎮東澳里東澳路11號,道教,宜蘭縣蘇澳鎮東澳里1鄰東澳路11號,334381.549,2712745.71
北天宮,宜蘭縣政府,天上聖母,宜蘭縣,宜蘭縣頭城鎮,更新里,宜蘭縣頭城鎮更新里更新路150之6號,道教,宜蘭縣頭城鎮更新里7鄰更新路150之6號,336348.974,2755758.186
救安宮,宜蘭縣政府,"太乙真人,救世真人‧穆真人",宜蘭縣,宜蘭縣羅東鎮,99,宜蘭縣羅東鎮中山路一段460號,道教,宜蘭縣羅東鎮新群里9鄰中山路一段460號,329892.63,2729784.049
太靈廟,宜蘭縣政府,太上老君,宜蘭縣,宜蘭縣三星鄉,貴林村,宜蘭縣三星鄉貴林村向貴路2段50號,道教,宜蘭縣三星鄉貴林村1鄰尚貴路二段50號,319438.919,2731441.58
集安宮,宜蘭縣政府,太上老君,宜蘭縣,宜蘭縣壯圍鄉,過嶺村,宜蘭縣壯圍鄉過嶺村壯濱路三段510號,道教,宜蘭縣壯圍鄉過嶺村15鄰壯濱路三段510號,332513.409,2739570.23
宜蘭縣大赤天宮,宜蘭縣政府,太上李老君,宜蘭縣,宜蘭縣冬山鄉,群英村,宜蘭縣冬山鄉群英村九分二路39號,道教,宜蘭縣冬山鄉群英村11鄰九分二路39號,328826.359,2728992.689
太子殿,宜蘭縣政府,太子爺,宜蘭縣,宜蘭縣三星鄉,大隱村,宜蘭縣三星鄉大隱村大埔中路356號,道教,宜蘭縣三星鄉大隱村18鄰大埔中路356號,321870.62,2729523.009
日月宮,宜蘭縣政府,太陽星君,宜蘭縣,宜蘭縣蘇澳鎮,永光里,宜蘭縣蘇澳鎮永光里永光路50巷5號,道教,宜蘭縣蘇澳鎮永光里13鄰永光路50巷5號,336141.38,2720897.74
文昌廟,宜蘭縣政府,文昌帝君,宜蘭縣,宜蘭縣宜蘭市,99,宜蘭縣宜蘭市文昌路66號,道教,宜蘭縣宜蘭市中山里5鄰文昌路66號,325966.83,2739228.799
正勉堂,宜蘭縣政府,王天君,宜蘭縣,宜蘭縣五結鄉,福興村,宜蘭縣五結鄉福興村興盛北路182巷16號,道教,宜蘭縣五結鄉福興村9鄰興盛北路182巷16號,328913.734,2731274.777
天君廟,宜蘭縣政府,王天君,宜蘭縣,宜蘭縣蘇澳鎮,長安里,宜蘭縣蘇澳鎮長安里1鄰砲臺山1號,道教,宜蘭縣蘇澳鎮長安里1鄰砲臺山1號,336710.51,2721001.73
南澳慈惠堂,宜蘭縣政府,王母娘娘,宜蘭縣,宜蘭縣蘇澳鎮,南強里,宜蘭縣蘇澳鎮南強里蘇花公路2段536號,道教,宜蘭縣蘇澳鎮南強里1鄰蘇花路二段536號,331969.34,2707299.43
蘭陽慈惠堂,宜蘭縣政府,王母娘娘,宜蘭縣,宜蘭縣羅東鎮,99,宜蘭縣羅東鎮西安街297號,道教,宜蘭縣羅東鎮西安里12鄰西安街297號,326651.849,2729258.23
濟安宮,宜蘭縣政府,仙公,宜蘭縣,宜蘭縣頭城鎮,金面里,宜蘭縣頭城鎮金面里北宜路一段396號,道教,宜蘭縣頭城鎮金面里11鄰北宜路一段396號,330475.38,2749970.56
鎮平宮,宜蘭縣政府,北極玄天上帝,宜蘭縣,宜蘭縣宜蘭市,99,宜蘭縣宜蘭市鎮平路98號,道教,宜蘭縣宜蘭市梅洲里17鄰鎮平路98號,325261.706,2739487.006
堯天宮,宜蘭縣政府,北極先天朱王,宜蘭縣,宜蘭縣三星鄉,貴林村,宜蘭縣三星鄉貴林村貴林路16-2號,道教,宜蘭縣三星鄉貴林村3鄰貴林路37之3號,318279.596,2731801.456
大進廟,宜蘭縣政府,古公三王,宜蘭縣,宜蘭縣冬山鄉,東城村,宜蘭縣冬山鄉東城村冬山路一段1號,道教,宜蘭縣冬山鄉東城村12鄰冬山路一段1號,332163.728,2723385.188
開安宮,宜蘭縣政府,古公三王,宜蘭縣,宜蘭縣三星鄉,大洲村,宜蘭縣三星鄉大洲村上將路2段467巷32號,道教,宜蘭縣三星鄉大洲村9鄰上將路二段467巷32號,323772.5,2731848.759
鎮安廟,宜蘭縣政府,古公三王,宜蘭縣,宜蘭縣宜蘭市,99,宜蘭縣宜蘭市旋流路4號,道教,宜蘭縣宜蘭市凱旋里3鄰旋流路5號,327835.547,2735746.214
鎮安廟,宜蘭縣政府,古公三王,宜蘭縣,宜蘭縣壯圍鄉,美福村,宜蘭縣壯圍鄉美福村美福路三段92巷2號,道教,宜蘭縣壯圍鄉美福村10鄰美福路三段92巷2號,328951.289,2735573.23
鎮南廟,宜蘭縣政府,古公三王,宜蘭縣,宜蘭縣蘇澳鎮,南成里,宜蘭縣蘇澳鎮南成里文化巷31-2號,道教,宜蘭縣蘇澳鎮南成里6鄰文化巷31之2號,337444.59,2719344.609
鎮安廟,宜蘭縣政府,古公三王,宜蘭縣,宜蘭縣蘇澳鎮,南安里,宜蘭縣蘇澳鎮南安里海邊路77號,道教,宜蘭縣蘇澳鎮南安里9鄰海邊路77號,337802.081,2719898.671
鎮安廟,宜蘭縣政府,古公三王,宜蘭縣,宜蘭縣壯圍鄉,吉祥村,宜蘭縣壯圍鄉吉祥村壯五路112號,道教,宜蘭縣壯圍鄉吉祥村4鄰壯五路112號,329770.495,2737918.429
鎮安廟,宜蘭縣政府,古公三王,宜蘭縣,宜蘭縣羅東鎮,99,宜蘭縣羅東鎮西安街208號,道教,宜蘭縣羅東鎮西安里8鄰西安街208號,326800.229,2729369.029
天送埤鎮安廟,宜蘭縣政府,古公三王,宜蘭縣,宜蘭縣三星鄉,天山村,宜蘭縣三星鄉天山村南湖路15-3號,道教,宜蘭縣三星鄉天山村6鄰南湖路15之3號,313042.952,2728199.365
大安廟,宜蘭縣政府,古公三王,宜蘭縣,宜蘭縣頭城鎮,大溪里,宜蘭縣頭城鎮大溪里濱海路五段171號,道教,宜蘭縣頭城鎮大溪里2鄰濱海路五段171號,340057.36,2759388.956
保安廟,宜蘭縣政府,古公三聖,宜蘭縣,宜蘭縣冬山鄉,補城村,宜蘭縣冬山鄉補城村保安一路220號,道教,宜蘭縣冬山鄉補城村4鄰保安一路220號,330749.34,2726494.27
開基灶君廟省民堂,宜蘭縣政府,司命真君,宜蘭縣,宜蘭縣五結鄉,三興村,宜蘭縣五結鄉三興村三興東路89號,道教,宜蘭縣五結鄉三興村1鄰三興東路89號,329581.94,2732798.41
四面佛寺,宜蘭縣政府,四面佛,宜蘭縣,宜蘭縣蘇澳鎮,永樂里,宜蘭縣蘇澳鎮永樂里永樂路326號,道教,宜蘭縣蘇澳鎮永樂里4鄰永樂路326號,334220.53,2718949.31
勝安宮,宜蘭縣政府,玄天上帝,宜蘭縣,宜蘭縣五結鄉,錦眾村,宜蘭縣五結鄉錦眾村大眾三路350號,道教,宜蘭縣五結鄉錦眾村19鄰大眾三路350號,333018.82,2732472.645
慶昌宮,宜蘭縣政府,玄天上帝,宜蘭縣,宜蘭縣羅東鎮,99,宜蘭縣羅東鎮西寧路66號,道教,宜蘭縣羅東鎮維揚里1鄰西寧路66號,327086.14,2729787.96
同安廟,宜蘭縣政府,玄天上帝,宜蘭縣,宜蘭縣壯圍鄉,復興村,宜蘭縣壯圍鄉復興村壯濱路二段47號,道教,宜蘭縣壯圍鄉復興村3鄰壯濱路二段47號,332720.65,2736534.552
保安宮,宜蘭縣政府,玄天上帝,宜蘭縣,宜蘭縣五結鄉,錦眾村,宜蘭縣五結鄉錦眾村錦草路36-1號,道教,宜蘭縣五結鄉錦眾村8鄰錦草路85號,332506.809,2733637.622
聖武宮,宜蘭縣政府,玄天上帝,宜蘭縣,宜蘭縣三星鄉,貴林村,宜蘭縣三星鄉貴林村貴林路66-7號,道教,宜蘭縣三星鄉貴林村6鄰貴林路66之37號,317358.14,2731375.279
玄威廟,宜蘭縣政府,玄天上帝,宜蘭縣,宜蘭縣壯圍鄉,忠孝村,宜蘭縣壯圍鄉忠孝村壯六路32號,道教,宜蘭縣壯圍鄉忠孝村4鄰壯六路32號,331169.603,2738030
玄天宮,宜蘭縣政府,玄天上帝,宜蘭縣,宜蘭縣三星鄉,月眉村,宜蘭縣三星鄉月眉村月眉街98號,道教,宜蘭縣三星鄉月眉村8鄰月眉街118之2號,316144.226,2729550.044
鎮安宮,宜蘭縣政府,玄天上帝,宜蘭縣,宜蘭縣員山鄉,七賢村,宜蘭縣員山鄉七賢村七賢路285巷13號,道教,宜蘭縣員山鄉七賢村14鄰七賢路285巷13號,324024.227,2734303.225
武當祖廟台灣第一行宮外澳接天宮,宜蘭縣政府,玄天上帝,宜蘭縣,宜蘭縣頭城鎮,外澳里,宜蘭縣頭城鎮外澳里濱海路二段1巷21號,道教,宜蘭縣頭城鎮外澳里3鄰濱海路二段1巷21號,334972.746,2752724.538
境安宮,宜蘭縣政府,玄天上帝,宜蘭縣,宜蘭縣冬山鄉,柯林村,宜蘭縣冬山鄉柯林村境安一路181號,道教,宜蘭縣冬山鄉柯林村5鄰境安一路181號,324951.489,2730433.75
顯明宮,宜蘭縣政府,玄天上帝,宜蘭縣,宜蘭縣三星鄉,拱照村,宜蘭縣三星鄉拱照村大坑路95-2號,道教,宜蘭縣三星鄉拱照村6鄰大坑路89號,318115.2,2727825.24
新南鎮安宮,宜蘭縣政府,玄天上帝,宜蘭縣,宜蘭縣壯圍鄉,新南村,宜蘭縣壯圍鄉新南村美福路一段76號,道教,宜蘭縣壯圍鄉新南村8鄰美福路一段76號,330775.5,2735374.77
大玄廟,宜蘭縣政府,玄天上帝,宜蘭縣,宜蘭縣蘇澳鎮,存仁里,宜蘭縣蘇澳鎮存仁里大成路58號,道教,宜蘭縣蘇澳鎮存仁里13鄰大成路58號,336091.989,2724451.899
艮安宮,宜蘭縣政府,玄天上帝,宜蘭縣,宜蘭縣五結鄉,孝威村,宜蘭縣五結鄉孝威村孝威二路91號,道教,宜蘭縣五結鄉孝威村18鄰孝威二路91號,331594.185,2732413.575
正安宮,宜蘭縣政府,"玄天上帝,南海佛祖",宜蘭縣,宜蘭縣冬山鄉,香和村,宜蘭縣冬山鄉香和村慈愛路33巷26-1號,佛教,宜蘭縣冬山鄉香和村15鄰慈愛路33巷26之1號,330736.56,2725769.439
奠安宮,宜蘭縣政府,"玄天上帝,神農大帝",宜蘭縣,宜蘭縣羅東鎮,99,宜蘭縣羅東鎮中山路三段195號,道教,宜蘭縣羅東鎮中山里10鄰中山路三段195號,327851.2,2729996.529
鎮安宮,宜蘭縣政府,玄壇元帥,宜蘭縣,宜蘭縣頭城鎮,竹安里,宜蘭縣頭城鎮竹安里頭濱路一段462號,道教,宜蘭縣頭城鎮竹安里6鄰頭濱路一段462號,332958.087,2746231.108
天照宮,宜蘭縣政府,玉皇上帝,宜蘭縣,宜蘭縣冬山鄉,太和村,宜蘭縣冬山鄉太和村冬山路二段75號,道教,宜蘭縣冬山鄉太和村2鄰冬山路二段75號,329629.2,2725658.529
指天宮,宜蘭縣政府,玉皇上帝,宜蘭縣,宜蘭縣五結鄉,福興村,宜蘭縣五結鄉福興村五結路三段627號,道教,宜蘭縣五結鄉福興村15鄰五結路三段627號,328826.211,2730813.038
草湖玉尊宮,宜蘭縣政府,玉皇上帝,宜蘭縣,宜蘭縣冬山鄉,大進村,宜蘭縣冬山鄉大進村進偉路727號,道教,宜蘭縣冬山鄉大進村16鄰進偉路727號,320354.349,2728049.799
草嶺慶雲宮,宜蘭縣政府,玉皇上帝,宜蘭縣,宜蘭縣頭城鎮,石城里,宜蘭縣頭城鎮石城里濱海路七段33號,道教,宜蘭縣頭城鎮石城里10鄰濱海路七段33號,343399.963,2762738.225
羅東靈霄玉尊宮,宜蘭縣政府,玉皇上帝,宜蘭縣,宜蘭縣羅東鎮,99,宜蘭縣羅東鎮光榮路500巷160號,道教,宜蘭縣羅東鎮東安里1鄰光榮路500巷160號,328946.09,2730522.22
通聖宮,宜蘭縣政府,玉皇上帝,宜蘭縣,宜蘭縣礁溪鄉,二結村,宜蘭縣礁溪鄉二結村二結路77號,道教,宜蘭縣礁溪鄉二結村7鄰二結路77號,323319.572,2742305.977
玉皇宮,宜蘭縣政府,玉皇上帝,宜蘭縣,宜蘭縣蘇澳鎮,新城里,宜蘭縣蘇澳鎮新城里武荖坑路66號,道教,宜蘭縣蘇澳鎮新城里10鄰武荖坑路66號,332064.31,2722691.89
慶天宮,宜蘭縣政府,玉皇上帝,宜蘭縣,宜蘭縣頭城鎮,外澳里,宜蘭縣頭城鎮外澳里濱海路二段461號,道教,宜蘭縣頭城鎮外澳里6鄰濱海路二段461號,335882.679,2753988.879
奉尊宮,宜蘭縣政府,玉皇上帝,宜蘭縣,宜蘭縣冬山鄉,三奇村,宜蘭縣冬山鄉三奇村三奉路77號,道教,宜蘭縣冬山鄉三奇村1鄰三奉路77號,332300.549,2726667.549
昊天宮,宜蘭縣政府,玉皇大帝,宜蘭縣,宜蘭縣三星鄉,雙賢村,宜蘭縣三星鄉雙賢村明星路41號,道教,宜蘭縣三星鄉雙賢村10鄰明星路41號,314741.489,2728407.299
玉皇宮,宜蘭縣政府,玉皇大帝,宜蘭縣,宜蘭縣羅東鎮,99,宜蘭縣羅東鎮月眉路508號,道教,宜蘭縣羅東鎮新群里2鄰月眉路508號,329686.75,2729342.95
玉雲宮,宜蘭縣政府,玉皇大帝,宜蘭縣,宜蘭縣員山鄉,中華村,宜蘭縣員山鄉中華村員山路三段168號,道教,宜蘭縣員山鄉中華村3鄰員山路三段168號,316982.185,2733748.679
蘇澳玉尊宮,宜蘭縣政府,玉皇大帝,宜蘭縣,宜蘭縣蘇澳鎮,永樂里,宜蘭縣蘇澳鎮永樂里永樂南路159號,道教,宜蘭縣蘇澳鎮永樂里11鄰永樂南路159號,335467.799,2717820.439
漢聖宮,宜蘭縣政府,田都元帥,宜蘭縣,宜蘭縣蘇澳鎮,南成里,宜蘭縣蘇澳鎮南成里新化巷36號,道教,宜蘭縣蘇澳鎮南成里12鄰新化巷36號,337336.646,2719526.356
雷聖宮,宜蘭縣政府,田都元帥,宜蘭縣,宜蘭縣頭城鎮,武營里,宜蘭縣頭城鎮武營里青雲路三段350號,道教,宜蘭縣頭城鎮武營里14鄰青雲路三段350號,333644.039,2750558.609
石聖爺廟,宜蘭縣政府,石聖爺,宜蘭縣,宜蘭縣冬山鄉,八寶村,宜蘭縣冬山鄉八寶村寶聖路25巷21號,道教,宜蘭縣冬山鄉八寶村8鄰寶聖路25巷21號,327287.849,2725971.109
慈民宮,宜蘭縣政府,地母,宜蘭縣,宜蘭縣宜蘭市,99,宜蘭縣宜蘭市環河路91號,道教,宜蘭縣宜蘭市北門里17鄰環河路91號,325995.693,2739698.668
妙善堂,宜蘭縣政府,地母至尊,宜蘭縣,宜蘭縣員山鄉,七賢村,宜蘭縣員山鄉七賢村賢德路一段82號,道教,宜蘭縣員山鄉七賢村8鄰賢德路一段82號,324310.701,2734746.189
清修宮,宜蘭縣政府,宇宙三祖,宜蘭縣,宜蘭縣礁溪鄉,玉石村,宜蘭縣礁溪鄉玉石村忠孝路1巷31號,道教,宜蘭縣礁溪鄉玉石村16鄰忠孝路1巷31號,327854,2748353
萬善祠,宜蘭縣政府,有應公,宜蘭縣,宜蘭縣五結鄉,季新村,宜蘭縣五結鄉季新村16鄰新店路12之12號,道教,宜蘭縣五結鄉季新村16鄰新店路12之12號,333679.346,2729827.08
萬善廟,宜蘭縣政府,有應公,宜蘭縣,宜蘭縣壯圍鄉,美城村,宜蘭縣壯圍鄉美城村大福路三段347巷2號,道教,宜蘭縣壯圍鄉美城村3鄰大福路三段347巷2號,328382.146,2740577.027
聖安廟,宜蘭縣政府,池府王爺,宜蘭縣,宜蘭縣蘇澳鎮,聖愛里,宜蘭縣蘇澳鎮聖愛里中山路2段211巷25-1號,道教,宜蘭縣蘇澳鎮聖愛里13鄰中山路二段211巷25之1號,333563.539,2722416.549
順天府池府王爺廟,宜蘭縣政府,池府王爺,宜蘭縣,宜蘭縣頭城鎮,頂埔里,宜蘭縣頭城鎮頂埔里頂埔路一段250號,道教,宜蘭縣頭城鎮頂埔里2鄰頂埔路一段250號,332356.423,2748982.216
佛印精舍,宜蘭縣政府,西方三聖,宜蘭縣,宜蘭縣礁溪鄉,匏崙村,宜蘭縣礁溪鄉匏崙村匏杓崙路132號,佛教,宜蘭縣礁溪鄉匏崙村11鄰匏杓崙路132號,322086.528,2744752.705
圓覺寺,宜蘭縣政府,西方三聖佛,宜蘭縣,宜蘭縣員山鄉,員山村,宜蘭縣員山鄉員山村永金路51號,佛教,宜蘭縣員山鄉員山村33鄰永金路51號,323213.814,2738265.461
明龍文慈惠堂,宜蘭縣政府,西王金母,宜蘭縣,宜蘭縣大同鄉,復興村,宜蘭縣大同鄉復興村泰雅一路13巷71-1號,道教,宜蘭縣大同鄉復興村6鄰泰雅一路13巷71之1號,312191.969,2724771.259
宜蘭慈惠堂,宜蘭縣政府,西王金母,宜蘭縣,宜蘭縣宜蘭市,99,宜蘭縣宜蘭市嵐峰路一段35號,道教,宜蘭縣宜蘭市進士里6鄰嵐峰路一段35號,326384.162,2737461.642
四方林慈惠堂,宜蘭縣政府,西王金母,宜蘭縣,宜蘭縣冬山鄉,大進村,宜蘭縣冬山鄉大進村大進路717巷20號,道教,宜蘭縣冬山鄉大進村8鄰大進路717巷20號,321835.26,2724326.379
西秦爺廟,宜蘭縣政府,西秦王爺,宜蘭縣,宜蘭縣羅東鎮,99,宜蘭縣羅東鎮中山西街115之1號,道教,宜蘭縣羅東鎮仁德里4鄰中山西街115號,327615.549,2729927.089
福安宮,宜蘭縣政府,西秦王爺,宜蘭縣,宜蘭縣蘇澳鎮,蘇北里,宜蘭縣蘇澳鎮蘇北里冷泉路9-1號,道教,宜蘭縣蘇澳鎮蘇北里4鄰冷泉路9之1號,336029.349,2721858.25
金龍寺,宜蘭縣政府,佛祖,宜蘭縣,宜蘭縣蘇澳鎮,南正里,宜蘭縣蘇澳鎮南正里水道巷1-1號,佛教,宜蘭縣蘇澳鎮南正里13鄰力行街1號,337495.219,2719746.2
指南宮,宜蘭縣政府,呂仙祖,宜蘭縣,宜蘭縣蘇澳鎮,蘇北里,宜蘭縣蘇澳鎮蘇北里冷泉路9-1號,道教,宜蘭縣蘇澳鎮蘇北里4鄰冷泉路9之1號,336029.349,2721858.25
瑞陽宮,宜蘭縣政府,呂仙祖,宜蘭縣,宜蘭縣頭城鎮,二城里,宜蘭縣頭城鎮二城里青雲路一段257號,道教,宜蘭縣頭城鎮二城里6鄰青雲路一段257號,330426.694,2748274.254
蘇澳鎮南仙宮,宜蘭縣政府,孚佑帝君,宜蘭縣,宜蘭縣蘇澳鎮,南成里,宜蘭縣蘇澳鎮南成里新化巷70號,道教,宜蘭縣蘇澳鎮南成里13鄰新化巷70號,337290.419,2719529.399
南山宮,宜蘭縣政府,孚佑帝君,宜蘭縣,宜蘭縣蘇澳鎮,蘇西里,宜蘭縣蘇澳鎮蘇西里中山路127號,道教,宜蘭縣蘇澳鎮蘇西里2鄰中山路一段127號,335983.44,2721280.52
感應宮,宜蘭縣政府,孚佑帝君,宜蘭縣,宜蘭縣宜蘭市,99,宜蘭縣宜蘭市城隍街14號,道教,宜蘭縣宜蘭市中山里3鄰城隍街14號,326080.26,2739313.39
大修宮,宜蘭縣政府,孚佑帝君,宜蘭縣,宜蘭縣頭城鎮,武營里,宜蘭縣頭城鎮武營里仙公路101號,道教,宜蘭縣頭城鎮武營里7鄰仙公路101號,333401.354,2750838.33
威靈廟,宜蘭縣政府,李江將軍,宜蘭縣,宜蘭縣頭城鎮,大坑里,宜蘭縣頭城鎮大坑里協天路686巷48號,道教,宜蘭縣頭城鎮大坑里10鄰協天路686巷48號,334095.701,2750389.538
拱北府,宜蘭縣政府,李府千歲,宜蘭縣,宜蘭縣三星鄉,99,宜蘭縣三星鄉拱照七路69號,道教,宜蘭縣三星鄉拱照村13鄰拱照七路69號,317725.59,2728759.72
泰安廟,宜蘭縣政府,李廣將軍,宜蘭縣,宜蘭縣頭城鎮,竹安里,宜蘭縣頭城鎮竹安里頭濱路二段426號,道教,宜蘭縣頭城鎮竹安里17鄰頭濱路二段426號,333285.56,2747869.194
聖天宮,宜蘭縣政府,汾陽王郭子儀,宜蘭縣,宜蘭縣頭城鎮,竹安里,宜蘭縣頭城鎮竹安里頭濱路一段155號,道教,宜蘭縣頭城鎮竹安里1鄰頭濱路一段155號,332743,2745350
德義宮,宜蘭縣政府,協天大帝,宜蘭縣,宜蘭縣五結鄉,孝威村,宜蘭縣五結鄉孝威村孝威路282巷20號,道教,宜蘭縣五結鄉孝威村11鄰孝威路282巷20號,332160.159,2732189.242
慶安廟,宜蘭縣政府,協天大帝,宜蘭縣,宜蘭縣宜蘭市,99,宜蘭縣宜蘭市黎明路481巷11號,道教,宜蘭縣宜蘭市黎明里6鄰黎明路481巷11號,328008.499,2737496.023
協天廟,宜蘭縣政府,協天大帝,宜蘭縣,宜蘭縣蘇澳鎮,朝陽里,宜蘭縣蘇澳鎮朝陽里海岸路37號,道教,宜蘭縣蘇澳鎮朝陽里2鄰海岸路37號,331144.87,2704589.689
周爺廟,宜蘭縣政府,周爺公,宜蘭縣,宜蘭縣蘇澳鎮,聖湖里,宜蘭縣蘇澳鎮聖湖里21鄰志成路115巷101號,道教,宜蘭縣蘇澳鎮聖湖里10鄰志成路115巷101號,334648.419,2720734.339
慶安堂,宜蘭縣政府,定遠帝君趙恩主,宜蘭縣,宜蘭縣頭城鎮,城北里,宜蘭縣頭城鎮城北里西四巷2號,道教,宜蘭縣頭城鎮城北里5鄰西四巷2號,333262.217,2750386.72
碧霞宮,宜蘭縣政府,岳武穆王,宜蘭縣,宜蘭縣宜蘭市,99,宜蘭縣宜蘭市城隍街52號,道教,宜蘭縣宜蘭市中山里13鄰城隍街52號,325964.358,2739331.481
延平廟,宜蘭縣政府,延平郡王,宜蘭縣,宜蘭縣壯圍鄉,忠孝村,宜蘭縣壯圍鄉忠孝村順和路7號,道教,宜蘭縣壯圍鄉忠孝村11鄰順和路7號,331523.479,2739197.632
